Name,Type1
african_elephant-0162,african_elephant
african_elephant-0163,african_elephant
african_elephant-0164,african_elephant
african_elephant-0165,african_elephant
african_elephant-0166,african_elephant
african_elephant-0167,african_elephant
african_elephant-0168,african_elephant
african_elephant-0169,african_elephant
african_elephant-0170,african_elephant
african_elephant-0171,african_elephant
african_elephant-0172,african_elephant
african_elephant-0173,african_elephant
african_elephant-0174,african_elephant
african_elephant-0175,african_elephant
african_elephant-0176,african_elephant
african_elephant-0177,african_elephant
african_elephant-0178,african_elephant
african_elephant-0179,african_elephant
african_elephant-0180,african_elephant
african_elephant-0181,african_elephant
african_elephant-0182,african_elephant
african_elephant-0183,african_elephant
african_elephant-0184,african_elephant
african_elephant-0185,african_elephant
african_elephant-0186,african_elephant
african_elephant-0187,african_elephant
african_elephant-0188,african_elephant
african_elephant-0189,african_elephant
african_elephant-0190,african_elephant
african_elephant-0191,african_elephant
african_elephant-0192,african_elephant
african_elephant-0193,african_elephant
african_elephant-0194,african_elephant
african_elephant-0195,african_elephant
african_elephant-0196,african_elephant
african_elephant-0197,african_elephant
african_elephant-0198,african_elephant
african_elephant-0199,african_elephant
african_elephant-0200,african_elephant
african_elephant-0201,african_elephant
african_elephant-0202,african_elephant
african_elephant-0203,african_elephant
african_elephant-0204,african_elephant
african_elephant-0205,african_elephant
african_elephant-0206,african_elephant
african_elephant-0207,african_elephant
african_elephant-0208,african_elephant
african_elephant-0209,african_elephant
african_elephant-0210,african_elephant
african_elephant-0211,african_elephant
african_elephant-0212,african_elephant
african_elephant-0213,african_elephant
african_elephant-0214,african_elephant
african_elephant-0215,african_elephant
african_elephant-0216,african_elephant
african_elephant-0217,african_elephant
african_elephant-0218,african_elephant
african_elephant-0219,african_elephant
african_elephant-0220,african_elephant
african_elephant-0221,african_elephant
african_elephant-0222,african_elephant
african_elephant-0223,african_elephant
african_elephant-0224,african_elephant
african_elephant-0225,african_elephant
african_elephant-0226,african_elephant
african_elephant-0227,african_elephant
african_elephant-0228,african_elephant
african_elephant-0229,african_elephant
african_elephant-0230,african_elephant
african_elephant-0231,african_elephant
african_elephant-0232,african_elephant
african_elephant-0233,african_elephant
african_elephant-0234,african_elephant
african_elephant-0235,african_elephant
african_elephant-0236,african_elephant
african_elephant-0237,african_elephant
african_elephant-0238,african_elephant
african_elephant-0239,african_elephant
african_elephant-0240,african_elephant
african_elephant-0241,african_elephant
african_elephant-0242,african_elephant
african_elephant-0243,african_elephant
african_elephant-0244,african_elephant
african_elephant-0245,african_elephant
african_elephant-0246,african_elephant
african_elephant-0247,african_elephant
african_elephant-0248,african_elephant
african_elephant-0249,african_elephant
african_elephant-0250,african_elephant
african_elephant-0251,african_elephant
african_elephant-0252,african_elephant
african_elephant-0253,african_elephant
african_elephant-0254,african_elephant
african_elephant-0255,african_elephant
african_elephant-0256,african_elephant
african_elephant-0257,african_elephant
african_elephant-0258,african_elephant
african_elephant-0259,african_elephant
african_elephant-0260,african_elephant
african_elephant-0261,african_elephant
african_elephant-0262,african_elephant
african_elephant-0263,african_elephant
african_elephant-0264,african_elephant
african_elephant-0265,african_elephant
african_elephant-0266,african_elephant
african_elephant-0267,african_elephant
african_elephant-0268,african_elephant
african_elephant-0269,african_elephant
african_elephant-0270,african_elephant
african_elephant-0271,african_elephant
african_elephant-0272,african_elephant
african_elephant-0273,african_elephant
african_elephant-0274,african_elephant
african_elephant-0275,african_elephant
african_elephant-0276,african_elephant
african_elephant-0277,african_elephant
african_elephant-0278,african_elephant
african_elephant-0279,african_elephant
african_elephant-0280,african_elephant
african_elephant-0281,african_elephant
african_elephant-0282,african_elephant
african_elephant-0283,african_elephant
african_elephant-0284,african_elephant
african_elephant-0285,african_elephant
african_elephant-0286,african_elephant
african_elephant-0287,african_elephant
african_elephant-0288,african_elephant
african_elephant-0289,african_elephant
african_elephant-0290,african_elephant
african_elephant-0291,african_elephant
african_elephant-0292,african_elephant
african_elephant-0293,african_elephant
african_elephant-0294,african_elephant
african_elephant-0295,african_elephant
african_elephant-0296,african_elephant
african_elephant-0297,african_elephant
african_elephant-0298,african_elephant
african_elephant-0299,african_elephant
african_elephant-0300,african_elephant
african_elephant-0301,african_elephant
african_elephant-0302,african_elephant
african_elephant-0303,african_elephant
african_elephant-0304,african_elephant
african_elephant-0305,african_elephant
african_elephant-0306,african_elephant
african_elephant-0307,african_elephant
african_elephant-0308,african_elephant
african_elephant-0309,african_elephant
african_elephant-0310,african_elephant
african_elephant-0311,african_elephant
african_elephant-0312,african_elephant
african_elephant-0313,african_elephant
african_elephant-0314,african_elephant
african_elephant-0315,african_elephant
african_elephant-0316,african_elephant
african_elephant-0317,african_elephant
african_elephant-0318,african_elephant
african_elephant-0319,african_elephant
african_elephant-0320,african_elephant
african_elephant-0321,african_elephant
african_elephant-0322,african_elephant
african_elephant-0323,african_elephant
african_elephant-0324,african_elephant
african_elephant-0325,african_elephant
african_elephant-0326,african_elephant
african_elephant-0327,african_elephant
african_elephant-0328,african_elephant
african_elephant-0329,african_elephant
african_elephant-0330,african_elephant
african_elephant-0331,african_elephant
african_elephant-0332,african_elephant
african_elephant-0333,african_elephant
african_elephant-0334,african_elephant
african_elephant-0335,african_elephant
african_elephant-0336,african_elephant
african_elephant-0337,african_elephant
african_elephant-0338,african_elephant
african_elephant-0339,african_elephant
african_elephant-0340,african_elephant
african_elephant-0341,african_elephant
african_elephant-0342,african_elephant
african_elephant-0343,african_elephant
african_elephant-0344,african_elephant
african_elephant-0345,african_elephant
african_elephant-0346,african_elephant
african_elephant-0347,african_elephant
alpaca-0001,alpaca
alpaca-0002,alpaca
alpaca-0003,alpaca
alpaca-0004,alpaca
alpaca-0005,alpaca
alpaca-0006,alpaca
alpaca-0007,alpaca
alpaca-0008,alpaca
alpaca-0009,alpaca
alpaca-0010,alpaca
alpaca-0011,alpaca
alpaca-0012,alpaca
alpaca-0013,alpaca
alpaca-0014,alpaca
alpaca-0015,alpaca
alpaca-0016,alpaca
alpaca-0017,alpaca
alpaca-0018,alpaca
alpaca-0019,alpaca
alpaca-0020,alpaca
alpaca-0021,alpaca
alpaca-0022,alpaca
alpaca-0023,alpaca
alpaca-0024,alpaca
alpaca-0025,alpaca
alpaca-0026,alpaca
alpaca-0027,alpaca
alpaca-0028,alpaca
alpaca-0029,alpaca
alpaca-0030,alpaca
alpaca-0031,alpaca
alpaca-0032,alpaca
alpaca-0033,alpaca
alpaca-0034,alpaca
alpaca-0035,alpaca
alpaca-0036,alpaca
alpaca-0037,alpaca
alpaca-0038,alpaca
alpaca-0039,alpaca
alpaca-0040,alpaca
alpaca-0041,alpaca
alpaca-0042,alpaca
alpaca-0043,alpaca
alpaca-0044,alpaca
alpaca-0045,alpaca
alpaca-0046,alpaca
alpaca-0047,alpaca
alpaca-0048,alpaca
alpaca-0049,alpaca
alpaca-0050,alpaca
alpaca-0051,alpaca
alpaca-0052,alpaca
alpaca-0053,alpaca
alpaca-0054,alpaca
alpaca-0055,alpaca
alpaca-0056,alpaca
alpaca-0057,alpaca
alpaca-0058,alpaca
alpaca-0059,alpaca
alpaca-0060,alpaca
alpaca-0061,alpaca
alpaca-0062,alpaca
alpaca-0063,alpaca
alpaca-0064,alpaca
alpaca-0065,alpaca
alpaca-0066,alpaca
alpaca-0067,alpaca
alpaca-0068,alpaca
alpaca-0069,alpaca
alpaca-0070,alpaca
alpaca-0071,alpaca
alpaca-0072,alpaca
alpaca-0073,alpaca
alpaca-0074,alpaca
alpaca-0075,alpaca
alpaca-0076,alpaca
alpaca-0077,alpaca
alpaca-0078,alpaca
alpaca-0079,alpaca
alpaca-0080,alpaca
alpaca-0081,alpaca
alpaca-0082,alpaca
alpaca-0083,alpaca
alpaca-0084,alpaca
alpaca-0085,alpaca
alpaca-0086,alpaca
alpaca-0087,alpaca
alpaca-0088,alpaca
alpaca-0089,alpaca
alpaca-0090,alpaca
alpaca-0091,alpaca
alpaca-0092,alpaca
alpaca-0093,alpaca
alpaca-0094,alpaca
alpaca-0095,alpaca
alpaca-0096,alpaca
alpaca-0097,alpaca
alpaca-0098,alpaca
alpaca-0099,alpaca
alpaca-0100,alpaca
alpaca-0101,alpaca
alpaca-0102,alpaca
alpaca-0103,alpaca
alpaca-0104,alpaca
alpaca-0105,alpaca
alpaca-0106,alpaca
alpaca-0107,alpaca
alpaca-0108,alpaca
alpaca-0109,alpaca
alpaca-0110,alpaca
alpaca-0111,alpaca
alpaca-0112,alpaca
alpaca-0113,alpaca
alpaca-0114,alpaca
alpaca-0115,alpaca
alpaca-0116,alpaca
alpaca-0117,alpaca
alpaca-0118,alpaca
alpaca-0119,alpaca
alpaca-0120,alpaca
alpaca-0121,alpaca
alpaca-0122,alpaca
alpaca-0123,alpaca
alpaca-0124,alpaca
alpaca-0125,alpaca
alpaca-0126,alpaca
alpaca-0127,alpaca
alpaca-0128,alpaca
alpaca-0129,alpaca
alpaca-0130,alpaca
alpaca-0131,alpaca
alpaca-0132,alpaca
alpaca-0133,alpaca
alpaca-0134,alpaca
alpaca-0135,alpaca
alpaca-0136,alpaca
alpaca-0137,alpaca
alpaca-0138,alpaca
alpaca-0139,alpaca
alpaca-0140,alpaca
alpaca-0141,alpaca
alpaca-0142,alpaca
alpaca-0143,alpaca
alpaca-0144,alpaca
alpaca-0145,alpaca
alpaca-0146,alpaca
alpaca-0147,alpaca
alpaca-0148,alpaca
alpaca-0149,alpaca
alpaca-0150,alpaca
alpaca-0151,alpaca
alpaca-0152,alpaca
alpaca-0153,alpaca
alpaca-0154,alpaca
alpaca-0155,alpaca
alpaca-0156,alpaca
alpaca-0157,alpaca
alpaca-0158,alpaca
alpaca-0159,alpaca
alpaca-0160,alpaca
alpaca-0161,alpaca
alpaca-0162,alpaca
alpaca-0163,alpaca
alpaca-0164,alpaca
alpaca-0165,alpaca
alpaca-0166,alpaca
alpaca-0167,alpaca
alpaca-0168,alpaca
alpaca-0169,alpaca
alpaca-0170,alpaca
alpaca-0171,alpaca
alpaca-0172,alpaca
alpaca-0173,alpaca
alpaca-0174,alpaca
alpaca-0175,alpaca
alpaca-0176,alpaca
alpaca-0177,alpaca
alpaca-0178,alpaca
alpaca-0179,alpaca
alpaca-0180,alpaca
alpaca-0181,alpaca
alpaca-0182,alpaca
alpaca-0183,alpaca
alpaca-0184,alpaca
alpaca-0185,alpaca
alpaca-0186,alpaca
alpaca-0187,alpaca
alpaca-0188,alpaca
alpaca-0189,alpaca
alpaca-0190,alpaca
alpaca-0191,alpaca
alpaca-0192,alpaca
alpaca-0193,alpaca
alpaca-0194,alpaca
alpaca-0195,alpaca
alpaca-0196,alpaca
alpaca-0197,alpaca
alpaca-0198,alpaca
alpaca-0199,alpaca
alpaca-0200,alpaca
alpaca-0201,alpaca
alpaca-0202,alpaca
alpaca-0203,alpaca
alpaca-0204,alpaca
alpaca-0205,alpaca
alpaca-0206,alpaca
alpaca-0207,alpaca
alpaca-0208,alpaca
alpaca-0209,alpaca
alpaca-0210,alpaca
alpaca-0211,alpaca
alpaca-0212,alpaca
alpaca-0213,alpaca
alpaca-0214,alpaca
alpaca-0215,alpaca
alpaca-0216,alpaca
alpaca-0217,alpaca
alpaca-0218,alpaca
alpaca-0219,alpaca
alpaca-0220,alpaca
alpaca-0221,alpaca
alpaca-0222,alpaca
alpaca-0223,alpaca
alpaca-0224,alpaca
alpaca-0225,alpaca
alpaca-0226,alpaca
alpaca-0227,alpaca
alpaca-0228,alpaca
alpaca-0229,alpaca
alpaca-0230,alpaca
alpaca-0231,alpaca
alpaca-0232,alpaca
alpaca-0233,alpaca
alpaca-0234,alpaca
alpaca-0235,alpaca
alpaca-0236,alpaca
alpaca-0237,alpaca
alpaca-0238,alpaca
alpaca-0239,alpaca
alpaca-0240,alpaca
alpaca-0241,alpaca
alpaca-0242,alpaca
alpaca-0243,alpaca
alpaca-0244,alpaca
alpaca-0245,alpaca
alpaca-0246,alpaca
alpaca-0247,alpaca
alpaca-0248,alpaca
alpaca-0249,alpaca
alpaca-0250,alpaca
alpaca-0251,alpaca
alpaca-0252,alpaca
alpaca-0253,alpaca
alpaca-0254,alpaca
alpaca-0255,alpaca
alpaca-0256,alpaca
alpaca-0257,alpaca
alpaca-0258,alpaca
alpaca-0259,alpaca
alpaca-0260,alpaca
alpaca-0261,alpaca
alpaca-0262,alpaca
alpaca-0263,alpaca
alpaca-0264,alpaca
alpaca-0265,alpaca
alpaca-0266,alpaca
alpaca-0267,alpaca
alpaca-0268,alpaca
alpaca-0269,alpaca
alpaca-0270,alpaca
alpaca-0271,alpaca
alpaca-0272,alpaca
alpaca-0273,alpaca
alpaca-0274,alpaca
alpaca-0275,alpaca
alpaca-0276,alpaca
alpaca-0277,alpaca
alpaca-0278,alpaca
alpaca-0279,alpaca
alpaca-0280,alpaca
alpaca-0281,alpaca
alpaca-0282,alpaca
alpaca-0283,alpaca
alpaca-0284,alpaca
alpaca-0285,alpaca
alpaca-0286,alpaca
alpaca-0287,alpaca
alpaca-0288,alpaca
alpaca-0289,alpaca
alpaca-0290,alpaca
alpaca-0291,alpaca
alpaca-0292,alpaca
alpaca-0293,alpaca
alpaca-0294,alpaca
alpaca-0295,alpaca
alpaca-0296,alpaca
alpaca-0297,alpaca
alpaca-0298,alpaca
alpaca-0299,alpaca
alpaca-0300,alpaca
alpaca-0301,alpaca
alpaca-0302,alpaca
alpaca-0303,alpaca
alpaca-0304,alpaca
alpaca-0305,alpaca
alpaca-0306,alpaca
alpaca-0307,alpaca
alpaca-0308,alpaca
alpaca-0309,alpaca
alpaca-0310,alpaca
alpaca-0311,alpaca
alpaca-0312,alpaca
alpaca-0313,alpaca
alpaca-0314,alpaca
alpaca-0315,alpaca
alpaca-0316,alpaca
alpaca-0317,alpaca
alpaca-0318,alpaca
alpaca-0319,alpaca
alpaca-0320,alpaca
alpaca-0321,alpaca
alpaca-0322,alpaca
alpaca-0323,alpaca
alpaca-0324,alpaca
alpaca-0325,alpaca
alpaca-0326,alpaca
alpaca-0327,alpaca
alpaca-0328,alpaca
alpaca-0329,alpaca
alpaca-0330,alpaca
alpaca-0331,alpaca
alpaca-0332,alpaca
alpaca-0333,alpaca
american_bison-0001,american_bison
american_bison-0002,american_bison
american_bison-0003,american_bison
american_bison-0004,american_bison
american_bison-0005,american_bison
american_bison-0006,american_bison
american_bison-0007,american_bison
american_bison-0008,american_bison
american_bison-0009,american_bison
american_bison-0010,american_bison
american_bison-0011,american_bison
american_bison-0012,american_bison
american_bison-0013,american_bison
american_bison-0014,american_bison
american_bison-0015,american_bison
american_bison-0016,american_bison
american_bison-0017,american_bison
american_bison-0018,american_bison
american_bison-0019,american_bison
american_bison-0020,american_bison
american_bison-0021,american_bison
american_bison-0022,american_bison
american_bison-0023,american_bison
american_bison-0024,american_bison
american_bison-0025,american_bison
american_bison-0026,american_bison
american_bison-0027,american_bison
american_bison-0028,american_bison
american_bison-0029,american_bison
american_bison-0030,american_bison
american_bison-0031,american_bison
american_bison-0032,american_bison
american_bison-0033,american_bison
american_bison-0034,american_bison
american_bison-0035,american_bison
american_bison-0036,american_bison
american_bison-0037,american_bison
american_bison-0038,american_bison
american_bison-0039,american_bison
american_bison-0040,american_bison
american_bison-0041,american_bison
american_bison-0042,american_bison
american_bison-0043,american_bison
american_bison-0044,american_bison
american_bison-0045,american_bison
american_bison-0046,american_bison
american_bison-0047,american_bison
american_bison-0048,american_bison
american_bison-0049,american_bison
american_bison-0050,american_bison
american_bison-0051,american_bison
american_bison-0052,american_bison
american_bison-0053,american_bison
american_bison-0054,american_bison
american_bison-0055,american_bison
american_bison-0056,american_bison
american_bison-0057,american_bison
american_bison-0058,american_bison
american_bison-0059,american_bison
american_bison-0060,american_bison
american_bison-0061,american_bison
american_bison-0062,american_bison
american_bison-0063,american_bison
american_bison-0064,american_bison
american_bison-0065,american_bison
american_bison-0066,american_bison
american_bison-0067,american_bison
american_bison-0068,american_bison
american_bison-0069,american_bison
american_bison-0070,american_bison
american_bison-0071,american_bison
american_bison-0072,american_bison
american_bison-0073,american_bison
american_bison-0074,american_bison
american_bison-0075,american_bison
american_bison-0076,american_bison
american_bison-0077,american_bison
american_bison-0078,american_bison
american_bison-0079,american_bison
american_bison-0080,american_bison
american_bison-0081,american_bison
american_bison-0082,american_bison
american_bison-0083,american_bison
american_bison-0084,american_bison
american_bison-0085,american_bison
american_bison-0086,american_bison
american_bison-0087,american_bison
american_bison-0088,american_bison
american_bison-0089,american_bison
american_bison-0090,american_bison
american_bison-0091,american_bison
american_bison-0092,american_bison
american_bison-0093,american_bison
american_bison-0094,american_bison
american_bison-0095,american_bison
american_bison-0096,american_bison
american_bison-0097,american_bison
american_bison-0098,american_bison
american_bison-0099,american_bison
american_bison-0100,american_bison
american_bison-0101,american_bison
american_bison-0102,american_bison
american_bison-0103,american_bison
american_bison-0104,american_bison
american_bison-0105,american_bison
american_bison-0106,american_bison
american_bison-0107,american_bison
american_bison-0108,american_bison
american_bison-0109,american_bison
american_bison-0110,american_bison
american_bison-0111,american_bison
american_bison-0112,american_bison
american_bison-0113,american_bison
american_bison-0114,american_bison
american_bison-0115,american_bison
american_bison-0116,american_bison
american_bison-0117,american_bison
american_bison-0118,american_bison
american_bison-0119,american_bison
american_bison-0120,american_bison
american_bison-0121,american_bison
american_bison-0122,american_bison
american_bison-0123,american_bison
american_bison-0124,american_bison
american_bison-0125,american_bison
american_bison-0126,american_bison
american_bison-0127,american_bison
american_bison-0128,american_bison
american_bison-0129,american_bison
american_bison-0130,american_bison
american_bison-0131,american_bison
american_bison-0132,american_bison
american_bison-0133,american_bison
american_bison-0134,american_bison
american_bison-0135,american_bison
american_bison-0136,american_bison
american_bison-0137,american_bison
american_bison-0138,american_bison
american_bison-0139,american_bison
american_bison-0140,american_bison
american_bison-0141,american_bison
american_bison-0142,american_bison
american_bison-0143,american_bison
american_bison-0144,american_bison
american_bison-0145,american_bison
american_bison-0146,american_bison
american_bison-0147,american_bison
american_bison-0148,american_bison
american_bison-0149,american_bison
american_bison-0150,american_bison
american_bison-0151,american_bison
american_bison-0152,american_bison
american_bison-0153,american_bison
american_bison-0154,american_bison
american_bison-0155,american_bison
american_bison-0156,american_bison
american_bison-0157,american_bison
american_bison-0158,american_bison
american_bison-0159,american_bison
american_bison-0160,american_bison
american_bison-0161,american_bison
american_bison-0162,american_bison
american_bison-0163,american_bison
american_bison-0164,american_bison
american_bison-0165,american_bison
american_bison-0166,american_bison
american_bison-0167,american_bison
american_bison-0168,american_bison
american_bison-0169,american_bison
american_bison-0170,american_bison
american_bison-0171,american_bison
american_bison-0172,american_bison
american_bison-0173,american_bison
american_bison-0174,american_bison
american_bison-0175,american_bison
american_bison-0176,american_bison
american_bison-0177,american_bison
american_bison-0178,american_bison
american_bison-0179,american_bison
american_bison-0180,american_bison
american_bison-0181,american_bison
american_bison-0182,american_bison
american_bison-0183,american_bison
american_bison-0184,american_bison
american_bison-0185,american_bison
american_bison-0186,american_bison
american_bison-0187,american_bison
american_bison-0188,american_bison
american_bison-0189,american_bison
american_bison-0190,american_bison
american_bison-0191,american_bison
american_bison-0192,american_bison
american_bison-0193,american_bison
american_bison-0194,american_bison
american_bison-0195,american_bison
american_bison-0196,american_bison
american_bison-0197,american_bison
american_bison-0198,american_bison
american_bison-0199,american_bison
american_bison-0200,american_bison
american_bison-0201,american_bison
american_bison-0202,american_bison
american_bison-0203,american_bison
american_bison-0204,american_bison
american_bison-0205,american_bison
american_bison-0206,american_bison
american_bison-0207,american_bison
american_bison-0208,american_bison
american_bison-0209,american_bison
american_bison-0210,american_bison
american_bison-0211,american_bison
american_bison-0212,american_bison
american_bison-0213,american_bison
american_bison-0214,american_bison
american_bison-0215,american_bison
american_bison-0216,american_bison
american_bison-0217,american_bison
american_bison-0218,american_bison
american_bison-0219,american_bison
american_bison-0220,american_bison
american_bison-0221,american_bison
american_bison-0222,american_bison
american_bison-0223,american_bison
american_bison-0224,american_bison
american_bison-0225,american_bison
american_bison-0226,american_bison
american_bison-0227,american_bison
american_bison-0228,american_bison
american_bison-0229,american_bison
american_bison-0230,american_bison
american_bison-0231,american_bison
american_bison-0232,american_bison
american_bison-0233,american_bison
american_bison-0234,american_bison
american_bison-0235,american_bison
american_bison-0236,american_bison
american_bison-0237,american_bison
american_bison-0238,american_bison
american_bison-0239,american_bison
american_bison-0240,american_bison
american_bison-0241,american_bison
american_bison-0242,american_bison
american_bison-0243,american_bison
american_bison-0244,american_bison
american_bison-0245,american_bison
american_bison-0246,american_bison
american_bison-0247,american_bison
american_bison-0248,american_bison
american_bison-0249,american_bison
american_bison-0250,american_bison
american_bison-0251,american_bison
american_bison-0252,american_bison
american_bison-0253,american_bison
american_bison-0254,american_bison
american_bison-0255,american_bison
american_bison-0256,american_bison
american_bison-0257,american_bison
american_bison-0258,american_bison
american_bison-0259,american_bison
american_bison-0260,american_bison
american_bison-0261,american_bison
american_bison-0262,american_bison
american_bison-0263,american_bison
american_bison-0264,american_bison
american_bison-0265,american_bison
american_bison-0266,american_bison
american_bison-0267,american_bison
american_bison-0268,american_bison
american_bison-0269,american_bison
american_bison-0270,american_bison
american_bison-0271,american_bison
american_bison-0272,american_bison
american_bison-0273,american_bison
american_bison-0274,american_bison
american_bison-0275,american_bison
american_bison-0276,american_bison
american_bison-0277,american_bison
american_bison-0278,american_bison
american_bison-0279,american_bison
american_bison-0280,american_bison
american_bison-0281,american_bison
american_bison-0282,american_bison
american_bison-0283,american_bison
american_bison-0284,american_bison
american_bison-0285,american_bison
american_bison-0286,american_bison
american_bison-0287,american_bison
american_bison-0288,american_bison
american_bison-0289,american_bison
american_bison-0290,american_bison
american_bison-0291,american_bison
american_bison-0292,american_bison
american_bison-0293,american_bison
american_bison-0294,american_bison
american_bison-0295,american_bison
american_bison-0296,american_bison
american_bison-0297,american_bison
american_bison-0298,american_bison
american_bison-0299,american_bison
american_bison-0300,american_bison
american_bison-0301,american_bison
american_bison-0302,american_bison
american_bison-0303,american_bison
american_bison-0304,american_bison
american_bison-0305,american_bison
american_bison-0306,american_bison
american_bison-0307,american_bison
american_bison-0308,american_bison
american_bison-0309,american_bison
american_bison-0310,american_bison
american_bison-0311,american_bison
american_bison-0312,american_bison
american_bison-0313,american_bison
american_bison-0314,american_bison
american_bison-0315,american_bison
american_bison-0316,american_bison
american_bison-0317,american_bison
american_bison-0318,american_bison
american_bison-0319,american_bison
american_bison-0320,american_bison
american_bison-0321,american_bison
american_bison-0322,american_bison
american_bison-0323,american_bison
american_bison-0324,american_bison
american_bison-0325,american_bison
american_bison-0326,american_bison
american_bison-0327,american_bison
american_bison-0328,american_bison
american_bison-0329,american_bison
american_bison-0330,american_bison
american_bison-0331,american_bison
american_bison-0332,american_bison
american_bison-0333,american_bison
american_bison-0334,american_bison
american_bison-0335,american_bison
american_bison-0336,american_bison
american_bison-0337,american_bison
american_bison-0338,american_bison
american_bison-0339,american_bison
american_bison-0340,american_bison
american_bison-0341,american_bison
american_bison-0342,american_bison
