Name,Type1
notsmoking_0506,notsmoking
notsmoking_0507,notsmoking
notsmoking_0510,notsmoking
notsmoking_0511,notsmoking
notsmoking_0512,notsmoking
notsmoking_0513,notsmoking
notsmoking_0516,notsmoking
notsmoking_0520,notsmoking
notsmoking_0523,notsmoking
notsmoking_0524,notsmoking
notsmoking_0526,notsmoking
notsmoking_0527,notsmoking
notsmoking_0536,notsmoking
notsmoking_0537,notsmoking
notsmoking_0540,notsmoking
notsmoking_0541,notsmoking
notsmoking_0544,notsmoking
notsmoking_0545,notsmoking
notsmoking_0546,notsmoking
notsmoking_0548,notsmoking
notsmoking_0550,notsmoking
notsmoking_0551,notsmoking
notsmoking_0552,notsmoking
notsmoking_0555,notsmoking
notsmoking_0556,notsmoking
notsmoking_0559,notsmoking
notsmoking_0560,notsmoking
smoking_0001,smoking
smoking_0002,smoking
smoking_0003,smoking
smoking_0004,smoking
smoking_0005,smoking
smoking_0007,smoking
smoking_0008,smoking
smoking_0010,smoking
smoking_0011,smoking
smoking_0012,smoking
smoking_0013,smoking
smoking_0014,smoking
smoking_0015,smoking
smoking_0016,smoking
smoking_0017,smoking
smoking_0019,smoking
smoking_0021,smoking
smoking_0022,smoking
smoking_0023,smoking
smoking_0025,smoking
smoking_0027,smoking
smoking_0028,smoking
smoking_0029,smoking
smoking_0032,smoking
smoking_0034,smoking
smoking_0035,smoking
smoking_0037,smoking
smoking_0039,smoking
smoking_0041,smoking
smoking_0042,smoking
smoking_0044,smoking
smoking_0046,smoking
smoking_0048,smoking
smoking_0049,smoking
smoking_0052,smoking
smoking_0053,smoking
smoking_0054,smoking
smoking_0055,smoking
smoking_0057,smoking
smoking_0058,smoking
smoking_0059,smoking
smoking_0062,smoking
smoking_0064,smoking
smoking_0065,smoking
smoking_0066,smoking
smoking_0072,smoking
smoking_0075,smoking
smoking_0077,smoking
smoking_0078,smoking
smoking_0079,smoking
smoking_0080,smoking
smoking_0082,smoking
smoking_0084,smoking
smoking_0085,smoking
smoking_0086,smoking
smoking_0087,smoking
smoking_0090,smoking
smoking_0091,smoking
smoking_0092,smoking
smoking_0094,smoking
smoking_0095,smoking
smoking_0097,smoking
smoking_0098,smoking
smoking_0099,smoking
smoking_0101,smoking
smoking_0103,smoking
smoking_0104,smoking
smoking_0106,smoking
smoking_0107,smoking
smoking_0108,smoking
smoking_0109,smoking
smoking_0110,smoking
smoking_0112,smoking
smoking_0114,smoking
smoking_0115,smoking
smoking_0116,smoking
smoking_0117,smoking
smoking_0118,smoking
smoking_0120,smoking
smoking_0121,smoking
smoking_0123,smoking
smoking_0124,smoking
smoking_0125,smoking
smoking_0126,smoking
smoking_0128,smoking
smoking_0130,smoking
smoking_0131,smoking
smoking_0133,smoking
smoking_0134,smoking
smoking_0135,smoking
smoking_0136,smoking
smoking_0137,smoking
smoking_0138,smoking
smoking_0140,smoking
smoking_0141,smoking
smoking_0142,smoking
smoking_0143,smoking
smoking_0146,smoking
smoking_0147,smoking
smoking_0148,smoking
smoking_0149,smoking
smoking_0151,smoking
smoking_0152,smoking
smoking_0155,smoking
smoking_0156,smoking
smoking_0158,smoking
smoking_0159,smoking
smoking_0162,smoking
smoking_0164,smoking
smoking_0165,smoking
smoking_0166,smoking
smoking_0167,smoking
smoking_0168,smoking
smoking_0169,smoking
smoking_0171,smoking
smoking_0173,smoking
smoking_0174,smoking
smoking_0175,smoking
smoking_0178,smoking
smoking_0179,smoking
smoking_0180,smoking
smoking_0181,smoking
smoking_0183,smoking
smoking_0184,smoking
smoking_0186,smoking
smoking_0187,smoking
smoking_0188,smoking
smoking_0191,smoking
smoking_0193,smoking
smoking_0194,smoking
smoking_0195,smoking
smoking_0198,smoking
smoking_0200,smoking
smoking_0201,smoking
smoking_0202,smoking
smoking_0203,smoking
smoking_0204,smoking
smoking_0207,smoking
smoking_0208,smoking
smoking_0209,smoking
smoking_0212,smoking
smoking_0213,smoking
smoking_0214,smoking
smoking_0215,smoking
smoking_0216,smoking
smoking_0219,smoking
smoking_0220,smoking
smoking_0221,smoking
smoking_0223,smoking
smoking_0225,smoking
smoking_0226,smoking
smoking_0227,smoking
smoking_0228,smoking
smoking_0229,smoking
smoking_0230,smoking
smoking_0231,smoking
smoking_0232,smoking
smoking_0233,smoking
smoking_0235,smoking
smoking_0236,smoking
smoking_0238,smoking
smoking_0239,smoking
smoking_0242,smoking
smoking_0243,smoking
smoking_0245,smoking
smoking_0247,smoking
smoking_0248,smoking
smoking_0249,smoking
smoking_0250,smoking
smoking_0251,smoking
smoking_0252,smoking
smoking_0253,smoking
smoking_0256,smoking
smoking_0257,smoking
smoking_0258,smoking
smoking_0259,smoking
smoking_0262,smoking
smoking_0263,smoking
smoking_0265,smoking
smoking_0266,smoking
smoking_0267,smoking
smoking_0269,smoking
smoking_0270,smoking
smoking_0271,smoking
smoking_0272,smoking
smoking_0273,smoking
smoking_0274,smoking
smoking_0275,smoking
smoking_0276,smoking
smoking_0278,smoking
smoking_0283,smoking
smoking_0284,smoking
smoking_0285,smoking
smoking_0286,smoking
smoking_0288,smoking
smoking_0289,smoking
smoking_0290,smoking
smoking_0293,smoking
smoking_0294,smoking
smoking_0295,smoking
smoking_0296,smoking
smoking_0297,smoking
smoking_0299,smoking
smoking_0302,smoking
smoking_0304,smoking
smoking_0305,smoking
smoking_0306,smoking
smoking_0307,smoking
smoking_0309,smoking
smoking_0310,smoking
smoking_0312,smoking
smoking_0313,smoking
smoking_0314,smoking
smoking_0315,smoking
smoking_0316,smoking
smoking_0317,smoking
smoking_0318,smoking
smoking_0319,smoking
smoking_0323,smoking
smoking_0324,smoking
smoking_0326,smoking
smoking_0327,smoking
smoking_0328,smoking
smoking_0331,smoking
smoking_0333,smoking
smoking_0335,smoking
smoking_0336,smoking
smoking_0337,smoking
smoking_0338,smoking
smoking_0341,smoking
smoking_0343,smoking
smoking_0344,smoking
smoking_0347,smoking
smoking_0348,smoking
smoking_0350,smoking
smoking_0353,smoking
smoking_0354,smoking
smoking_0355,smoking
smoking_0356,smoking
smoking_0357,smoking
smoking_0358,smoking
smoking_0359,smoking
smoking_0360,smoking
smoking_0363,smoking
smoking_0364,smoking
smoking_0365,smoking
smoking_0366,smoking
smoking_0367,smoking
smoking_0370,smoking
smoking_0371,smoking
smoking_0373,smoking
smoking_0376,smoking
smoking_0379,smoking
smoking_0380,smoking
smoking_0382,smoking
smoking_0383,smoking
smoking_0384,smoking
smoking_0386,smoking
smoking_0387,smoking
smoking_0388,smoking
smoking_0389,smoking
smoking_0392,smoking
smoking_0393,smoking
smoking_0394,smoking
smoking_0395,smoking
smoking_0396,smoking
smoking_0399,smoking
smoking_0401,smoking
smoking_0402,smoking
smoking_0404,smoking
smoking_0405,smoking
smoking_0408,smoking
smoking_0410,smoking
smoking_0414,smoking
smoking_0415,smoking
smoking_0416,smoking
smoking_0418,smoking
smoking_0419,smoking
smoking_0420,smoking
smoking_0421,smoking
smoking_0422,smoking
smoking_0427,smoking
smoking_0428,smoking
smoking_0430,smoking
smoking_0431,smoking
smoking_0432,smoking
smoking_0433,smoking
smoking_0434,smoking
smoking_0435,smoking
smoking_0438,smoking
smoking_0439,smoking
smoking_0440,smoking
smoking_0442,smoking
smoking_0444,smoking
smoking_0448,smoking
smoking_0449,smoking
smoking_0450,smoking
smoking_0452,smoking
smoking_0453,smoking
smoking_0455,smoking
smoking_0456,smoking
smoking_0458,smoking
smoking_0459,smoking
smoking_0461,smoking
smoking_0462,smoking
smoking_0463,smoking
smoking_0465,smoking
smoking_0466,smoking
smoking_0468,smoking
smoking_0470,smoking
smoking_0473,smoking
smoking_0475,smoking
smoking_0476,smoking
smoking_0478,smoking
smoking_0480,smoking
smoking_0483,smoking
smoking_0485,smoking
smoking_0488,smoking
smoking_0489,smoking
smoking_0491,smoking
smoking_0492,smoking
smoking_0493,smoking
smoking_0495,smoking
smoking_0497,smoking
smoking_0498,smoking
smoking_0499,smoking
smoking_0500,smoking
smoking_0501,smoking
smoking_0502,smoking
smoking_0503,smoking
smoking_0504,smoking
smoking_0505,smoking
smoking_0508,smoking
smoking_0509,smoking
smoking_0510,smoking
smoking_0512,smoking
smoking_0517,smoking
smoking_0518,smoking
smoking_0523,smoking
smoking_0524,smoking
smoking_0526,smoking
smoking_0529,smoking
smoking_0530,smoking
smoking_0531,smoking
smoking_0532,smoking
smoking_0535,smoking
smoking_0537,smoking
smoking_0538,smoking
smoking_0539,smoking
smoking_0543,smoking
smoking_0544,smoking
smoking_0548,smoking
smoking_0549,smoking
smoking_0550,smoking
smoking_0552,smoking
smoking_0554,smoking
smoking_0557,smoking
smoking_0560,smoking
